,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
2410,Mercenaries 2: World in Flames,17,2008.0,8,139,0.29,0.39,0.02,0.16,0.87,72.0,43.0,7.1,73.0,1085,7
2411,SingStar '90s,16,2007.0,3,458,0.1,0.59,0.0,0.18,0.87,73.0,29.0,7.8,4.0,1252,7
2412,Wizards of Waverly Place,4,2009.0,3,127,0.59,0.2,0.0,0.08,0.86,58.0,7.0,7.8,4.0,412,1
2413,Ghostbusters: The Video Game,26,2009.0,0,53,0.59,0.2,0.0,0.07,0.86,76.0,29.0,8.5,28.0,1193,2
2414,Dragon Quest VIII: Journey of the Cursed King,2,2015.0,7,467,0.0,0.0,0.86,0.0,0.86,70.0,4.0,7.8,4.0,360,7
2415,Beijing 2008,17,2008.0,10,448,0.14,0.54,0.01,0.18,0.86,70.0,4.0,7.8,4.0,1539,1
2416,Guitar Hero Live,18,2015.0,3,21,0.34,0.38,0.0,0.14,0.86,80.0,69.0,6.2,160.0,546,7
2417,Endless Ocean: Blue World,26,2009.0,9,361,0.46,0.21,0.12,0.06,0.86,76.0,42.0,8.5,26.0,96,2
2418,Winning Eleven: Pro Evolution Soccer 2007,19,2006.0,10,277,0.01,0.72,0.12,0.01,0.86,81.0,10.0,8.3,14.0,788,1
2419,Rocky,16,2002.0,2,422,0.42,0.33,0.0,0.11,0.86,74.0,14.0,8.4,11.0,1169,7
2420,Ford Racing,15,2001.0,6,143,0.48,0.33,0.0,0.06,0.86,53.0,4.0,5.8,4.0,1498,1
2421,Madden Football 64,10,1997.0,10,139,0.81,0.04,0.0,0.01,0.86,70.0,4.0,7.8,4.0,1539,1
2422,Guitar Hero: Warriors of Rock,28,2010.0,3,21,0.47,0.31,0.0,0.08,0.86,72.0,65.0,6.5,51.0,1004,7
2423,MLB 99,15,1998.0,10,458,0.48,0.32,0.0,0.06,0.86,70.0,4.0,7.8,4.0,1539,1
2424,Lemmings,19,2006.0,5,458,0.12,0.51,0.0,0.23,0.86,76.0,46.0,7.9,14.0,1451,1
2425,Dynasty Warriors 4: Xtreme Legends,16,2003.0,0,503,0.17,0.13,0.51,0.04,0.86,72.0,15.0,9.1,39.0,1054,7
2426,Pictionary,26,2010.0,5,491,0.6,0.19,0.0,0.07,0.85,71.0,7.0,7.8,4.0,1082,1
2427,Army Men: Air Attack,15,1999.0,0,4,0.47,0.32,0.0,0.06,0.85,70.0,4.0,7.8,4.0,1539,1
2428,FIFA Soccer 08,4,2007.0,10,139,0.1,0.65,0.0,0.11,0.85,70.0,4.0,7.8,4.0,1539,1
2429,2010 FIFA World Cup South Africa,28,2010.0,10,139,0.32,0.42,0.02,0.09,0.85,83.0,61.0,8.1,58.0,477,1
2430,Tomb Raider: Anniversary,26,2007.0,0,138,0.12,0.62,0.0,0.11,0.85,73.0,22.0,7.3,25.0,344,7
2431,NBA 2K8,28,2007.0,10,497,0.79,0.0,0.0,0.07,0.85,81.0,33.0,7,28.0,1606,1
2432,Street Fighter Alpha 2,15,1996.0,2,545,0.14,0.09,0.57,0.06,0.85,70.0,4.0,7.8,4.0,1539,1
2433,Tiger Woods PGA Tour 2005,29,2004.0,10,139,0.64,0.18,0.0,0.03,0.85,88.0,26.0,8.9,14.0,449,1
2434,Castlevania III: Dracula's Curse,11,1989.0,4,277,0.4,0.07,0.37,0.01,0.85,70.0,4.0,7.8,4.0,1539,1
2435,LEGO Jurassic World,17,2015.0,0,552,0.35,0.36,0.0,0.14,0.85,70.0,4.0,7.4,14.0,1432,2
2436,Kingdoms of Amalur: Reckoning,17,2012.0,7,139,0.37,0.29,0.09,0.11,0.85,81.0,34.0,7.6,376.0,187,5
2437,Rampage World Tour,15,1997.0,0,178,0.47,0.32,0.0,0.06,0.85,70.0,4.0,7.8,4.0,1539,1
2438,Dragon Ball Z: Burst Limit,17,2008.0,2,53,0.22,0.33,0.18,0.12,0.85,71.0,32.0,7.2,51.0,407,7
2439,Gold's Gym: Dance Workout,26,2010.0,10,528,0.69,0.1,0.0,0.06,0.85,70.0,4.0,7.8,4.0,836,2
2440,Tekken Tag Tournament 2,17,2012.0,2,349,0.28,0.31,0.13,0.13,0.85,82.0,50.0,8.2,193.0,979,7
2441,Ninja Gaiden Sigma 2,17,2009.0,0,529,0.52,0.16,0.08,0.1,0.85,83.0,52.0,7.7,115.0,1455,5
2442,Ratatouille,16,2007.0,0,491,0.31,0.0,0.0,0.53,0.85,65.0,9.0,8,11.0,118,1
2443,NFL GameDay,15,1995.0,10,458,0.47,0.32,0.0,0.06,0.85,70.0,4.0,7.8,4.0,1539,1
2444,Burnout 2: Point of Impact,16,2002.0,6,17,0.42,0.32,0.0,0.11,0.85,86.0,31.0,8.2,48.0,341,1
2445,Wii Fit U,27,2013.0,10,361,0.35,0.23,0.21,0.05,0.85,72.0,19.0,7.7,72.0,1020,1
2446,Street Fighter EX3,16,2000.0,2,545,0.32,0.25,0.2,0.08,0.85,64.0,17.0,7.9,31.0,96,7
2447,The Legendary Starfy,4,2008.0,4,361,0.6,0.0,0.2,0.05,0.85,75.0,25.0,8.4,26.0,1429,1
2448,NCAA Football 11,17,2010.0,10,139,0.79,0.0,0.0,0.06,0.85,85.0,22.0,7.4,25.0,453,1
2449,The House of the Dead: Overkill,26,2009.0,8,448,0.44,0.3,0.02,0.09,0.85,78.0,65.0,8.7,95.0,654,5
2450,Army of Two: The 40th Day,17,2010.0,8,139,0.44,0.27,0.01,0.12,0.85,74.0,56.0,7,88.0,442,5
2451,Darksiders II,17,2012.0,0,491,0.35,0.35,0.01,0.14,0.84,84.0,39.0,7.1,422.0,1597,5
2452,Spider-Man 2,7,2004.0,0,21,0.65,0.17,0.0,0.02,0.84,80.0,41.0,8.8,30.0,1514,7
2453,The Lord of the Rings: War in the North,28,2008.0,0,552,0.52,0.24,0.0,0.08,0.84,61.0,48.0,7.4,113.0,1336,5
2454, Tales of Xillia 2,17,2012.0,7,349,0.2,0.12,0.45,0.07,0.84,71.0,59.0,7.9,216.0,156,7
2455,Ghostbusters: The Video Game,17,2009.0,0,458,0.34,0.36,0.0,0.14,0.84,78.0,74.0,7.9,96.0,1472,7
2456,The Incredibles,7,2004.0,0,491,0.65,0.17,0.0,0.02,0.84,63.0,27.0,7.1,7.0,657,7
2457,Xenoblade Chronicles X,27,2015.0,7,361,0.36,0.28,0.14,0.06,0.84,84.0,87.0,8.9,1548.0,962,7
2458,NBA 2K10,17,2009.0,10,497,0.75,0.01,0.01,0.07,0.84,83.0,30.0,7.8,39.0,1606,1
2459,Petz Dogz Fashion,4,2008.0,9,528,0.46,0.3,0.0,0.09,0.84,70.0,4.0,7.8,4.0,1539,1
2460,ATV Quad Power Racing 2,16,2003.0,6,17,0.41,0.32,0.0,0.11,0.84,68.0,19.0,7.8,4.0,42,1
2461,Final Fantasy,11,1987.0,7,469,0.32,0.0,0.52,0.0,0.84,70.0,4.0,7.8,4.0,1539,1
2462,Skate 2,17,2009.0,10,139,0.46,0.25,0.01,0.12,0.84,84.0,50.0,7.8,53.0,429,7
2463,Rocket Power: Team Rocket Rescue,15,2001.0,10,491,0.47,0.32,0.0,0.05,0.84,70.0,4.0,7.8,4.0,1539,1
2464,Big Mutha Truckers,16,2002.0,6,143,0.41,0.32,0.0,0.11,0.84,62.0,15.0,5.3,20.0,504,7
2465,The Evil Within,17,2014.0,0,66,0.26,0.34,0.13,0.12,0.84,70.0,4.0,7.6,193.0,1442,5
2466,Rogue Galaxy,16,2005.0,7,458,0.24,0.16,0.39,0.05,0.84,83.0,59.0,8.4,89.0,843,7
2467,ESPN College Hoops 2K5,16,2004.0,10,448,0.41,0.32,0.0,0.11,0.84,86.0,14.0,8.1,10.0,1606,1
2468,NCAA Football 14,17,2013.0,10,139,0.75,0.0,0.0,0.09,0.84,77.0,9.0,6.2,40.0,453,1
2469,Harry Potter and the Order of the Phoenix,4,2007.0,0,139,0.28,0.46,0.0,0.1,0.84,51.0,15.0,4.9,19.0,1607,1
2470,Sniper Elite V2,28,2012.0,8,6,0.46,0.28,0.02,0.07,0.84,67.0,37.0,6.8,131.0,1190,5
2471,Metroid: Zero Mission,6,2004.0,1,361,0.6,0.22,0.0,0.01,0.84,89.0,50.0,9,132.0,1020,1
2472,Ben 10: Protector of Earth,16,2007.0,0,110,0.09,0.0,0.0,0.74,0.84,70.0,4.0,7.6,14.0,666,2
2473,Burnout Legends,19,2005.0,6,139,0.7,0.05,0.0,0.08,0.84,86.0,53.0,8.4,108.0,341,2
2474,Q*bert,15,1999.0,5,53,0.46,0.32,0.0,0.05,0.84,70.0,4.0,7.8,4.0,1539,1
2475,Blazing Angels: Squadrons of WWII,26,2007.0,9,528,0.74,0.04,0.0,0.06,0.83,57.0,11.0,6.7,28.0,1539,7
2476,Madden NFL 09 All-Play,26,2008.0,10,139,0.76,0.01,0.0,0.06,0.83,82.0,19.0,7.2,22.0,453,1
2477,Ace Combat 3: Electrosphere,15,1999.0,9,458,0.22,0.15,0.4,0.05,0.83,70.0,4.0,7.8,4.0,1539,1
2478,Dynasty Warriors 2,16,2000.0,0,491,0.24,0.19,0.34,0.06,0.83,75.0,17.0,8.8,24.0,1054,7
2479,Madden NFL 07,19,2008.0,10,533,0.77,0.03,0.0,0.04,0.83,78.0,18.0,6.6,16.0,453,1
2480,Time Crisis 4,17,2007.0,8,349,0.32,0.32,0.05,0.14,0.83,60.0,52.0,7.4,21.0,1008,7
2481,Duke Nukem Forever,28,2011.0,8,497,0.52,0.25,0.0,0.07,0.83,49.0,76.0,4.4,456.0,600,5
2482,Lizzie McGuire 2: Lizzie Diaries,6,2004.0,0,127,0.6,0.22,0.0,0.01,0.83,57.0,6.0,5,5.0,108,1
2483,FIFA Soccer World Championship,16,2000.0,10,139,0.27,0.21,0.28,0.07,0.83,70.0,4.0,7.8,4.0,1539,1
2484,NCAA Football 12,17,2011.0,10,139,0.78,0.0,0.0,0.05,0.83,82.0,17.0,5.8,41.0,449,1
2485,Brute Force,29,2003.0,8,325,0.62,0.18,0.01,0.03,0.83,77.0,45.0,7.8,49.0,395,5
2486,Tiger Woods PGA Tour 11,17,2010.0,10,139,0.37,0.33,0.0,0.13,0.83,78.0,40.0,6.7,17.0,449,1
2487,Yu-Gi-Oh! Dark Duel Stories,5,2000.0,3,277,0.0,0.0,0.83,0.0,0.83,70.0,4.0,7.8,4.0,1539,1
2488,WWE SmackDown vs. Raw 2009,26,2008.0,2,491,0.44,0.31,0.0,0.08,0.83,79.0,18.0,8.5,18.0,1652,7
2489,The Game of Life,15,1998.0,3,533,0.46,0.31,0.0,0.05,0.83,70.0,4.0,7.8,4.0,1539,1
2490,Mega Man Legends,15,1997.0,1,85,0.39,0.26,0.12,0.05,0.83,70.0,4.0,7.8,4.0,1539,1
2491,Sly 3: Honor Among Thieves,16,2005.0,4,458,0.69,0.03,0.0,0.11,0.83,83.0,59.0,8.8,130.0,1396,2
2492,MLB SlugFest 20-03,16,2008.0,10,533,0.41,0.32,0.0,0.11,0.83,77.0,25.0,8.2,6.0,938,1
2493,Need for Speed: Nitro,26,2009.0,6,139,0.45,0.3,0.0,0.08,0.83,69.0,41.0,7.4,38.0,442,2
2494,Street Fighter X Tekken,17,2012.0,2,85,0.42,0.21,0.1,0.09,0.83,84.0,51.0,5.3,191.0,268,7
2495,MediEvil,15,1998.0,4,458,0.46,0.31,0.0,0.05,0.83,70.0,4.0,7.8,4.0,1539,1
2496,Casper,15,1996.0,1,248,0.46,0.31,0.0,0.05,0.83,70.0,4.0,7.8,4.0,1539,1
2497,Sid Meier's Civilization Revolution,28,2008.0,11,497,0.58,0.17,0.0,0.07,0.83,84.0,55.0,7.8,171.0,529,2
2498,Tales of the Abyss,2,2011.0,7,349,0.43,0.19,0.14,0.06,0.83,75.0,33.0,7.6,197.0,156,7
2499,Dragon Age II,17,2011.0,0,139,0.4,0.26,0.05,0.11,0.83,82.0,52.0,4.3,1197.0,196,5
2500,Call of Duty: Modern Warfare 3,26,2011.0,8,21,0.55,0.2,0.0,0.08,0.82,70.0,16.0,1.8,442.0,1517,5
2501,God of War Saga,17,2012.0,0,458,0.73,0.0,0.0,0.1,0.82,70.0,4.0,8.3,52.0,1185,5
2502,Scooby-Doo! First Frights,4,2009.0,0,552,0.6,0.16,0.0,0.07,0.82,70.0,4.0,7.8,4.0,1539,1
2503,James Bond 007: Nightfire,29,2002.0,8,139,0.58,0.22,0.0,0.03,0.82,78.0,30.0,7.8,25.0,502,7
2504,Tony Hawk's Pro Skater 3,7,2001.0,10,21,0.64,0.17,0.0,0.02,0.82,91.0,27.0,9,27.0,1004,7
2505,Marvel: Ultimate Alliance,16,2006.0,7,21,0.69,0.03,0.0,0.11,0.82,81.0,29.0,8.2,33.0,1176,7
2506,DJ Hero 2,28,2010.0,3,21,0.64,0.12,0.0,0.06,0.82,86.0,66.0,7.9,23.0,546,7
2507,Harvest Moon: Tree of Tranquility,26,2007.0,9,432,0.67,0.03,0.06,0.05,0.82,65.0,18.0,8.2,28.0,896,1
2508,Tony Hawk's Underground 2 Remix,19,2005.0,10,21,0.46,0.21,0.0,0.15,0.82,83.0,49.0,8,34.0,1302,7
2509,Need for Speed: Hot Pursuit 2,29,2002.0,6,139,0.68,0.11,0.0,0.03,0.82,75.0,18.0,6.4,15.0,448,1
2510,Killer Instinct Gold,10,1996.0,2,361,0.61,0.19,0.0,0.01,0.82,70.0,4.0,7.8,4.0,1539,1
2511,Clu Clu Land,11,1984.0,5,361,0.42,0.1,0.28,0.02,0.82,70.0,4.0,7.8,4.0,1539,1
2512,Karaoke Revolution Glee,26,2010.0,3,277,0.51,0.24,0.0,0.07,0.82,70.0,4.0,7.8,4.0,815,7
2513,I Spy: Fun House,4,2007.0,5,445,0.76,0.0,0.0,0.06,0.82,53.0,6.0,7.8,4.0,181,1
2514,Amped: Freestyle Snowboarding,29,2001.0,10,325,0.69,0.11,0.0,0.02,0.82,78.0,30.0,9,20.0,721,1
2515,The Price is Right,26,2008.0,3,528,0.76,0.0,0.0,0.06,0.82,70.0,4.0,4.3,9.0,867,1
2516,Custer's Revenge,0,1981.0,0,343,0.76,0.05,0.0,0.01,0.82,70.0,4.0,7.8,4.0,1539,1
2517,Stranglehold,28,2007.0,8,327,0.4,0.33,0.01,0.09,0.82,77.0,59.0,7.6,91.0,938,5
2518,Rocket Power: Beach Bandits,16,2002.0,4,491,0.4,0.31,0.0,0.1,0.82,70.0,4.0,6.6,13.0,506,1
2519,Shin Megami Tensei: Persona 4,16,2008.0,7,55,0.34,0.04,0.36,0.08,0.82,90.0,47.0,8.9,634.0,129,5
2520,Devil May Cry HD Collection,17,2012.0,0,85,0.42,0.19,0.11,0.09,0.82,74.0,27.0,8.8,158.0,271,5
2521,Thief (2014),18,2014.0,0,467,0.28,0.38,0.03,0.13,0.82,70.0,4.0,7.8,4.0,1539,1
2522,The Lord of the Rings: War in the North,17,2008.0,0,552,0.25,0.42,0.01,0.13,0.82,63.0,33.0,7,100.0,1336,5
2523,Dragon Warrior III,5,2000.0,7,145,0.0,0.0,0.81,0.0,0.81,70.0,4.0,7.8,4.0,1539,1
2524,Ready 2 Rumble Boxing: Round 2,16,2000.0,2,327,0.4,0.31,0.0,0.1,0.81,75.0,20.0,7.8,4.0,938,7
2525,Dance Central 3,28,2012.0,3,325,0.57,0.18,0.0,0.06,0.81,86.0,43.0,8,45.0,647,7
2526,Kamaitachi no Yoru,23,1994.0,1,87,0.0,0.0,0.81,0.0,0.81,70.0,4.0,7.8,4.0,1539,1
2527,Imagine: Rock Star,4,2008.0,9,528,0.4,0.33,0.0,0.09,0.81,70.0,4.0,7.8,4.0,608,1
2528,Tales of Destiny II,15,2000.0,7,349,0.06,0.04,0.66,0.05,0.81,78.0,9.0,8.7,31.0,978,7
2529,Super Bomberman 2,23,1994.0,5,227,0.0,0.0,0.81,0.0,0.81,70.0,4.0,7.8,4.0,1539,1
2530,NASCAR 2001,15,2000.0,6,139,0.45,0.31,0.0,0.05,0.81,73.0,8.0,6.1,9.0,204,1
2531,Twisted Metal (2012),17,2012.0,0,458,0.67,0.07,0.0,0.08,0.81,70.0,4.0,7.8,4.0,1539,1
2532,The Legend of Zelda: Four Swords Adventures,7,2004.0,0,361,0.63,0.16,0.0,0.02,0.81,86.0,55.0,7.2,74.0,1020,1
2533,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,15,1999.0,10,277,0.0,0.0,0.76,0.05,0.81,70.0,4.0,7.8,4.0,1539,1
2534,MediEvil: Resurrection,19,2005.0,1,458,0.19,0.41,0.0,0.22,0.81,66.0,43.0,8.7,52.0,1252,7
2535,Valkyrie Profile,15,1999.0,7,145,0.07,0.05,0.63,0.05,0.81,81.0,8.0,8.8,37.0,1518,7
2536,Shaun White Snowboarding,28,2008.0,10,528,0.48,0.25,0.0,0.08,0.81,60.0,48.0,7.6,25.0,1547,7
2537,Patapon,19,2007.0,3,458,0.33,0.25,0.07,0.16,0.81,86.0,60.0,8.7,102.0,1240,1
2538,Final Fantasy Type-0,19,2011.0,7,533,0.0,0.0,0.81,0.0,0.81,70.0,4.0,7.8,4.0,1365,1
2539,Mega Man,11,1987.0,4,85,0.45,0.08,0.27,0.01,0.81,70.0,4.0,7.8,4.0,1539,1
2540,Army Men: Sarge's Heroes,10,1999.0,0,4,0.68,0.12,0.0,0.01,0.81,70.0,4.0,7.8,4.0,1539,1
2541,Pro Evolution Soccer 2010,28,2009.0,10,277,0.12,0.58,0.03,0.08,0.81,78.0,34.0,7.6,29.0,815,1
2542,Tom Clancy's Rainbow Six 3,16,2004.0,8,528,0.4,0.31,0.0,0.1,0.81,70.0,34.0,8.2,17.0,1558,5
2543,Madden NFL 25,30,2013.0,10,139,0.67,0.05,0.0,0.08,0.81,73.0,18.0,5.9,111.0,449,1
2544,NCAA Football 10,17,2009.0,10,139,0.75,0.0,0.0,0.06,0.81,80.0,20.0,6.9,14.0,453,1
2545,EarthBound,23,1994.0,7,361,0.0,0.0,0.81,0.0,0.81,70.0,4.0,7.8,4.0,1539,1
2546,The Next Tetris,15,1998.0,5,53,0.45,0.31,0.0,0.05,0.81,70.0,4.0,7.8,4.0,1539,1
2547,Guitar Hero: Warriors of Rock,17,2010.0,3,21,0.33,0.34,0.0,0.13,0.81,74.0,46.0,7.1,30.0,1004,7
2548,Battle of Giants: Dinosaurs,4,2008.0,11,528,0.37,0.35,0.0,0.09,0.81,70.0,4.0,7.2,9.0,1553,1
2549,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,15,1998.0,10,277,0.0,0.0,0.75,0.05,0.81,70.0,4.0,7.8,4.0,1539,1
2550,Final Fantasy XI: Wings of the Goddess,16,2007.0,7,467,0.35,0.27,0.09,0.09,0.81,70.0,4.0,7.8,4.0,1365,7
2551,The Sims 2,16,2005.0,9,139,0.67,0.03,0.0,0.11,0.81,75.0,31.0,4.4,166.0,909,7
2552,Dragon Ball: Raging Blast 2,17,2010.0,2,349,0.42,0.18,0.11,0.09,0.81,60.0,27.0,7.5,63.0,1357,7
2553,SingStar Vol. 2,17,2008.0,3,458,0.29,0.39,0.0,0.12,0.81,76.0,36.0,7.8,4.0,1253,7
2554,Who wants to be a millionaire,15,2000.0,3,138,0.45,0.3,0.0,0.05,0.8,70.0,4.0,7.8,4.0,1539,1
2555,Yakuza,16,2005.0,0,448,0.03,0.02,0.74,0.01,0.8,75.0,58.0,8.2,73.0,77,5
2556,Disney's The Little Mermaid: Ariel's Undersea Adventure,4,2006.0,0,127,0.72,0.03,0.0,0.06,0.8,70.0,4.0,7,4.0,620,1
2557,Star Wars Rogue Squadron III: Rebel Strike,7,2003.0,9,290,0.62,0.16,0.0,0.02,0.8,75.0,36.0,7.6,50.0,518,7
2558,Moto Racer,15,1997.0,6,139,0.45,0.3,0.0,0.05,0.8,70.0,4.0,7.8,4.0,1539,1
2559,Hitman: Contracts,16,2004.0,8,138,0.39,0.31,0.0,0.1,0.8,80.0,39.0,8.3,43.0,747,5
2560,Professor Layton vs Phoenix Wright: Ace Attorney,2,2012.0,5,283,0.2,0.26,0.3,0.04,0.8,79.0,69.0,8.5,99.0,843,7
2561,Ben 10: Alien Force,26,2008.0,0,275,0.52,0.21,0.0,0.07,0.8,45.0,6.0,7.8,11.0,960,2
2562,Final Fantasy Anthology,15,1999.0,7,466,0.45,0.3,0.0,0.05,0.8,80.0,14.0,8.1,28.0,1370,7
2563,DiRT 2,28,2009.0,6,91,0.32,0.39,0.0,0.09,0.8,87.0,65.0,8.2,110.0,305,7
2564,Prince of Persia: Warrior Within,29,2004.0,0,528,0.48,0.28,0.0,0.04,0.8,83.0,55.0,7.5,35.0,1547,5
2565,Deca Sports 2,26,2009.0,10,227,0.31,0.33,0.09,0.07,0.8,49.0,7.0,7.8,4.0,262,1
2566,Killzone: Mercenary,20,2013.0,8,460,0.2,0.39,0.04,0.17,0.8,78.0,86.0,8.9,513.0,629,5
2567,Pro Evolution Soccer 2010,19,2009.0,10,277,0.09,0.33,0.2,0.18,0.8,72.0,9.0,4.6,5.0,815,1
2568,Guitar Hero: Metallica,28,2009.0,3,21,0.52,0.2,0.0,0.07,0.8,84.0,62.0,8.1,79.0,1004,7
2569,Final Fantasy X / X-2 HD Remaster,20,2013.0,7,467,0.16,0.24,0.28,0.12,0.8,86.0,14.0,8.5,223.0,1604,7
2570,Super Robot Taisen α,15,2000.0,11,63,0.0,0.0,0.75,0.05,0.8,70.0,4.0,7.8,4.0,1539,1
2571,Need for Speed: Hot Pursuit 2,7,2002.0,6,139,0.68,0.09,0.0,0.02,0.8,68.0,16.0,8.3,15.0,448,1
2572,PES 2009: Pro Evolution Soccer,19,2008.0,10,277,0.04,0.33,0.26,0.17,0.8,70.0,4.0,7.8,4.0,1539,1
2573,Hasbro Family Game Night 3,26,2010.0,3,139,0.46,0.27,0.0,0.07,0.8,70.0,4.0,7.8,4.0,477,1
2574,Tales of Destiny 2,16,2002.0,7,349,0.0,0.0,0.8,0.0,0.8,70.0,4.0,7.8,4.0,1539,1
2575,Capcom's Soccer Shootout,23,1993.0,10,361,0.0,0.0,0.8,0.0,0.8,70.0,4.0,7.8,4.0,1539,1
2576,Rayman Raving Rabbids 2,4,2007.0,3,528,0.73,0.01,0.0,0.06,0.8,57.0,8.0,7,15.0,1550,2
2577,The Sims 2: Pets,19,2006.0,9,139,0.19,0.38,0.0,0.22,0.79,57.0,9.0,7.3,10.0,909,7
2578,Alien,0,1981.0,0,2,0.74,0.04,0.0,0.01,0.79,70.0,4.0,7.8,4.0,1539,1
2579,Dragon Ball Z: Budokai Tenkaichi 2,16,2006.0,2,53,0.66,0.02,0.0,0.11,0.79,73.0,31.0,8.6,61.0,1357,7
2580,Guitar Hero: Aerosmith,16,2008.0,3,21,0.61,0.0,0.0,0.18,0.79,71.0,11.0,6.3,15.0,248,7
2581,Star Wars The Clone Wars: Republic Heroes,26,2009.0,0,290,0.43,0.29,0.0,0.07,0.79,48.0,10.0,6.4,5.0,821,7
2582,Ridge Racer,15,1994.0,6,458,0.0,0.0,0.74,0.05,0.79,70.0,4.0,7.8,4.0,1539,1
2583,pro evolution soccer 2011,19,2010.0,10,277,0.05,0.3,0.29,0.16,0.79,74.0,10.0,5.8,5.0,815,1
2584,Harvest Moon: A Wonderful Life,7,2003.0,7,528,0.61,0.16,0.0,0.02,0.79,79.0,28.0,8.9,148.0,894,1
2585,All Star Cheer Squad,26,2008.0,10,491,0.43,0.29,0.0,0.08,0.79,70.0,4.0,5.2,10.0,619,1
2586,Momotarou Dentetsu 7,15,1997.0,9,226,0.0,0.0,0.74,0.05,0.79,70.0,4.0,7.8,4.0,1539,1
2587,DmC: Devil May Cry,17,2013.0,0,85,0.24,0.26,0.19,0.1,0.79,85.0,40.0,5.3,1471.0,1019,5
2588,Motocross Mania,15,2001.0,6,497,0.44,0.3,0.0,0.05,0.79,34.0,6.0,5.3,6.0,386,1
2589,EA Sports Active NFL Training Camp,26,2010.0,10,139,0.75,0.0,0.0,0.05,0.79,70.0,4.0,7.8,4.0,449,1
2590,Darksiders II,28,2012.0,0,491,0.45,0.27,0.0,0.07,0.79,83.0,63.0,8,456.0,1597,5
2591,Need for Speed Rivals,28,2013.0,6,139,0.37,0.35,0.01,0.07,0.79,76.0,12.0,5.4,107.0,609,2
2592,[Prototype 2],28,2012.0,0,21,0.48,0.24,0.0,0.07,0.79,74.0,69.0,7,173.0,1167,5
2593,Mega Man 5,11,1992.0,4,85,0.39,0.07,0.32,0.01,0.79,70.0,4.0,7.8,4.0,1539,1
2594,WCW Mayhem,10,1999.0,2,139,0.63,0.15,0.0,0.01,0.79,70.0,4.0,7.8,4.0,1539,1
2595,Dance Dance Revolution SuperNOVA 2,16,2007.0,9,277,0.64,0.03,0.02,0.1,0.79,70.0,10.0,7.8,4.0,815,2
2596,Armored Core 2,16,2000.0,9,528,0.28,0.22,0.23,0.07,0.79,78.0,23.0,8.4,19.0,552,7
2597,Dragon Quest Monsters 2,2,2014.0,7,467,0.0,0.0,0.79,0.0,0.79,70.0,4.0,7.8,4.0,1539,1
2598,The Godfather II,28,2009.0,0,139,0.47,0.23,0.01,0.08,0.79,65.0,72.0,6.9,60.0,445,5
2599,Dragon's Dogma,28,2012.0,7,85,0.42,0.23,0.07,0.06,0.79,75.0,59.0,7.8,320.0,268,5
2600,Pro Evolution Soccer 2016,18,2015.0,10,277,0.13,0.42,0.13,0.1,0.79,87.0,54.0,7.1,680.0,815,1
2601,The Amazing Spider-Man (Console Version),17,2012.0,0,21,0.31,0.35,0.0,0.13,0.79,70.0,4.0,7.8,4.0,1539,1
2602,Major League Baseball Featuring Ken Griffey Jr,10,1998.0,10,361,0.75,0.03,0.0,0.01,0.79,70.0,4.0,7.8,4.0,1539,1
2603,Rare Replay,30,2015.0,3,325,0.49,0.22,0.01,0.07,0.79,84.0,75.0,7.7,325.0,1172,5
2604,Band Hero,28,2009.0,3,21,0.51,0.21,0.0,0.07,0.79,76.0,52.0,5,30.0,1004,2
2605,NCAA Football 08,16,2007.0,10,139,0.65,0.03,0.0,0.11,0.79,83.0,6.0,8.3,23.0,453,1
2606,FIFA Soccer 2004,29,2003.0,10,139,0.24,0.49,0.0,0.05,0.79,82.0,20.0,8.2,23.0,431,1
2607,The Sims 2: Castaway,19,2007.0,9,139,0.08,0.46,0.0,0.25,0.79,64.0,5.0,7.3,18.0,909,2
2608,Star Ocean: The Last Hope,28,2009.0,7,467,0.32,0.2,0.21,0.06,0.79,72.0,56.0,7.2,150.0,1368,7
2609,Sniper: Ghost Warrior,17,2011.0,8,88,0.27,0.34,0.04,0.13,0.79,53.0,17.0,6,34.0,294,5
2610,Invizimals,19,2009.0,11,458,0.17,0.5,0.0,0.11,0.79,69.0,32.0,7.3,19.0,1041,2
2611,Forza Horizon 2,28,2014.0,6,325,0.35,0.37,0.0,0.06,0.78,70.0,4.0,5.1,116.0,1398,2
2612,The 7th Guest,13,1992.0,1,545,0.02,0.77,0.0,0.0,0.78,70.0,4.0,7.8,4.0,1521,7
2613,WWE 2K15,17,2014.0,10,497,0.36,0.29,0.0,0.13,0.78,55.0,5.0,3.1,57.0,1652,7
2614,Too Human,28,2008.0,7,325,0.38,0.29,0.03,0.08,0.78,65.0,80.0,7,458.0,1311,7
2615,Yars' Revenge,0,1982.0,8,53,0.73,0.04,0.0,0.01,0.78,70.0,4.0,7.8,4.0,1539,1
2616,Tiger Woods PGA Tour 10,17,2009.0,10,139,0.42,0.25,0.0,0.11,0.78,81.0,38.0,7.7,9.0,453,1
2617,Secret Agent Barbie: Royal Jewels Mission,6,2002.0,4,548,0.56,0.21,0.0,0.01,0.78,71.0,4.0,7.8,4.0,401,1
